1,193956
2,40501
3,17614
4,9861
5,6195
6,4441
7,3323
8,2580
9,1969
10,1588
11,1389
12,1149
13,975
14,844
15,711
16,664
17,534
18,522
19,479
20,391
21,368
22,326
23,319
24,279
25,238
26,227
27,245
28,208
29,210
30,196
31,171
32,159
33,154
34,143
35,145
36,110
37,123
38,121
39,104
40,81
41,83
42,99
43,100
44,80
45,86
46,81
47,67
48,82
49,64
50,55
51,56
52,52
53,59
54,47
55,74
56,38
57,61
58,38
59,46
60,28
61,38
62,50
63,36
64,45
65,41
66,40
67,30
68,36
69,37
70,26
71,32
72,26
73,32
74,42
75,33
76,21
77,27
78,26
79,19
80,29
81,23
82,20
83,23
84,32
85,17
86,33
87,17
88,16
89,19
90,15
91,21
92,19
93,21
94,13
95,16
96,11
97,18
98,20
99,21
100,13
101,19
102,7
103,18
104,18
105,17
106,13
107,12
108,7
109,17
110,14
111,18
112,7
113,11
114,14
115,10
116,12
117,14
118,6
119,13
120,11
121,13
122,6
123,11
124,7
125,8
126,9
127,8
128,11
129,8
130,17
131,6
132,8
133,4
134,10
135,8
136,8
137,12
138,5
139,8
140,7
141,7
142,6
143,9
144,5
145,6
146,5
147,7
148,2
149,7
150,9
151,4
152,4
153,5
154,6
155,7
156,3
157,6
158,9
159,7
160,11
161,5
162,6
163,5
164,6
165,2
166,5
167,5
168,10
169,2
170,4
171,6
172,3
173,10
174,6
175,10
176,2
177,4
178,5
179,5
180,3
181,5
182,4
183,5
184,7
185,4
186,6
187,3
188,4
189,10
190,5
191,5
192,5
193,3
194,4
195,3
196,3
197,2
198,1
199,1
200,6
201,3
202,1
203,3
204,6
205,3
206,4
207,3
208,3
209,6
210,2
211,2
212,3
213,7
214,3
215,5
216,2
217,4
218,3
219,2
220,4
221,1
222,3
224,5
225,6
227,3
228,2
229,5
230,2
231,1
232,2
233,1
234,1
236,2
237,1
238,3
240,3
241,3
242,3
243,1
244,3
245,4
246,2
247,2
248,4
249,2
250,1
251,1
252,2
253,2
256,3
257,2
258,3
261,3
262,5
263,1
264,4
265,3
266,1
268,2
269,2
270,2
272,3
273,1
274,1
276,3
278,2
279,1
281,3
282,3
283,1
284,2
285,3
286,2
287,1
288,2
289,2
290,1
291,2
292,1
293,2
294,1
296,1
297,4
298,4
299,2
300,1
301,2
302,1
303,3
304,2
305,2
306,2
307,2
308,1
309,2
310,1
311,2
312,2
313,2
314,2
315,1
316,1
318,2
321,1
322,1
323,1
324,2
326,3
327,2
328,1
329,2
333,2
334,2
335,1
337,3
338,3
339,3
340,1
342,2
347,1
348,1
349,1
352,2
354,2
355,2
356,2
357,1
360,1
361,1
363,3
364,1
367,1
368,1
369,1
370,1
373,1
375,1
376,1
380,2
382,1
383,1
385,1
387,2
390,1
399,1
401,1
404,2
405,1
407,3
409,1
412,2
414,2
416,1
423,1
426,1
427,1
431,1
432,1
436,1
437,2
441,2
442,1
444,1
448,1
449,1
451,1
453,2
455,1
458,1
459,1
462,1
463,1
464,2
466,1
467,1
468,1
470,1
471,1
472,2
476,1
479,2
481,1
484,1
485,1
486,1
487,1
490,1
493,1
494,1
495,1
499,1
501,1
502,1
506,1
508,2
510,1
511,1
513,2
514,1
515,1
517,1
518,1
523,1
534,1
535,1
536,2
540,1
543,1
544,2
546,1
548,1
554,1
556,1
559,1
560,1
561,1
562,1
563,1
566,1
571,1
573,1
575,1
584,1
589,1
598,1
599,1
601,1
603,1
605,1
607,1
612,2
619,1
622,1
626,1
627,1
631,1
635,1
636,1
640,1
642,2
654,1
681,1
692,1
694,1
716,1
718,1
727,1
728,1
729,1
732,1
736,1
737,1
741,1
745,2
753,1
770,1
785,1
800,1
808,1
815,1
821,1
824,1
830,1
834,1
846,1
847,1
848,2
854,1
856,1
879,1
894,1
896,1
925,1
938,1
949,1
955,1
967,1
968,1
972,1
1007,1
1030,1
1043,1
1054,1
1055,1
1087,1
1093,1
1111,1
1116,1
1145,1
1162,1
1170,1
1188,1
1197,1
1230,1
1244,1
1270,1
1336,1
1351,1
1390,1
1402,1
1434,1
1489,1
1536,1
1540,1
1575,1
1597,1
1605,1
1643,1
1681,1
1746,1
1769,2
1799,1
1865,1
1873,1
1875,1
1904,1
1952,1
2205,1
2261,1
2309,1
2387,1
2398,1
2455,1
2576,1
2635,1
2907,1
4177,1
4606,1
8646,1
